speakerID,lexical_token,feedback_start,feedback_end,predicted_function
sw03413B,right,236.62225,237.08225,A
sw03413B,um,233.89475,234.324,O
sw03413B,yeah,238.797375,239.2465,A
sw03413B,yeah,279.1965,280.097375,PR
sw03413B,right,288.879125,289.309125,A
sw03413B,uh-huh,45.354375,45.806875,C
sw03414A,right,193.989375,194.438,A
sw03414A,right,194.663,195.097,A
sw03414A,mhm,48.625,49.00925,C
sw03414A,mhm,26.13275,26.598875,C
sw03414A,oh,69.465,69.9515,PS
sw03414A,okay,93.60162500000001,94.12225000000001,C
sw03414A,uh-huh,63.31525,63.726625,C
sw03414A,mhm,292.99275,293.50425,C
sw03414B,mhm,7.8445,8.371625,C
sw03414B,yes,2.9245,3.46575,A
sw03414B,mhm,177.823125,178.233375,C
sw03414B,right,208.93475,209.257125,PR
sw03414B,yeah,214.754,215.04375,A
sw03414B,yeah,224.48975,225.16625,PR
sw03414B,huh,252.849375,253.173375,NS
sw03414B,yeah,262.04525,262.3475,C
sw03414B,yes,255.791875,256.111875,C
sw03414B,right,277.423625,277.778,A
sw03414B,yeah,279.86425,280.267625,A
sw03415A,mhm,122.0795,122.44975,C
sw03415A,no,241.359375,241.96375,NR
sw03415A,uh-huh,238.95175,239.471875,C
sw03415A,yeah,275.13175,275.54175,C
sw03415A,mhm,291.411875,291.762625,C
sw03415A,yeah,78.59725,78.9695,A
sw03415A,mhm,109.252375,109.785875,C
sw03415A,no,103.803375,104.303375,A
sw03415A,well,100.211875,100.707875,O
sw03415B,yeah,113.744,114.204,C
sw03415B,yeah,114.544,114.934,A
sw03415B,mhm,139.32725,139.86725,C
sw03415B,mhm,150.2485,150.8185,PR
sw03415B,mhm,150.9785,151.465875,PR
sw03415B,uh-huh,154.773375,155.143375,C
sw03415B,yeah,158.526375,159.2935,A
sw03415B,uh-huh,185.484,186.009,C
sw03415B,right,52.465625,53.065625,A
sw03415B,right,53.38562499999999,53.725624999999994,A
sw03415B,right,67.359375,67.859375,A
sw03415B,uh-huh,32.133,32.633,C
sw03415B,uh-huh,35.383625,35.883625,C
sw03415B,uh-huh,20.701125,21.181125,C
sw03415B,uh-huh,41.795125,42.335125,C
sw03415B,uh-huh,59.785124999999994,60.22512499999999,C
sw03415B,uh-huh,23.641125,24.171125,C
sw03415B,well,44.106125,44.476125,O
sw03415B,yeah,43.136125,43.556125,A
sw03415B,yeah,54.365624999999994,54.705625,A
sw03415B,yeah,68.129375,68.529375,A
sw03415B,uh-huh,203.20025,203.58025,C
sw03415B,uh-huh,204.840625,205.273375,C
sw03415B,uh-huh,208.877,209.307,C
sw03415B,uh-huh,210.589375,210.909375,C
sw03415B,uh-huh,218.098125,218.488125,C
sw03415B,uh-huh,229.452875,229.965125,C
sw03415B,uh-huh,232.180375,232.620375,C
sw03415B,yeah,235.6705,236.089625,C
sw03415B,mhm,249.855625,250.435625,C
sw03415B,mhm,256.3095,256.7995,C
sw03415B,mhm,264.227,264.743375,C
sw03415B,mhm,264.879375,265.32875,C
sw03415B,uh-huh,262.24225,262.785375,C
sw03415B,uh-huh,297.2855,297.7055,C
sw03415B,uh,15.228875,15.526375,NegS
sw03415B,mhm,84.473375,85.075625,C
sw03415B,uh-huh,94.400875,94.900875,C
sw03415B,uh-huh,88.178375,88.738375,C
sw03416A,yeah,130.26375,130.627625,A
sw03416A,what,141.457625,141.597625,Nu
sw03416A,oh,146.958625,147.207,PS
sw03416A,mhm,149.355125,149.738125,C
sw03416A,mhm,236.247375,236.744875,C
sw03416A,uh-huh,240.6575,241.1175,C
sw03416A,mhm,253.648375,254.1105,C
sw03416A,yep,256.14575,256.46575,PR
sw03416A,uh-huh,29.172875,29.75525,C
sw03416B,ooh,116.370625,117.009375,NegS
sw03416B,yeah,117.839375,118.316875,C
sw03416B,mhm,189.086,189.48975,C
sw03416B,mhm,169.715625,170.2225,C
sw03416B,mhm,171.943375,172.343875,C
sw03416B,uh-huh,179.847875,180.255,C
sw03416B,mhm,219.242125,219.63775,C
sw03416B,mhm,206.84575,207.19575,C
sw03416B,yeah,209.904625,210.309375,A
sw03416B,mhm,257.996625,258.453625,C
sw03416B,yeah,261.716125,262.176125,C
sw03416B,uh-huh,278.36825,278.70825,C
sw03416B,um,296.38975,297.051625,O
sw03416B,mhm,43.32375,43.752125,C
sw03416B,mhm,51.65825,52.02825,C
sw03416B,oh,40.166125,40.946125,Sy
sw03416B,uh-huh,59.37975,59.75975,C
sw03416B,yes,62.41025,63.096875,C
sw03416B,uh-huh,5.730625,6.090625,PR
sw03416B,um,8.176875,8.596875,O
sw03416B,mhm,86.633125,86.971,C
sw03416B,mhm,93.434625,93.738875,C
sw03416B,mhm,82.934375,83.3455,C
sw03416B,oh,103.160625,103.710625,PS
sw03416B,uh-huh,73.25375,73.5905,C
sw03416B,yeah,109.35875,109.772125,C
sw03417A,mhm,135.506375,135.910125,C
sw03417A,uh,189.00025,189.847375,O
sw03417A,hm,264.735,265.1135,NS
sw03417A,uh,275.13075,275.77025,O
sw03417A,uh,277.89925,278.76525,O
sw03417A,well,86.295625,86.492125,O
sw03417B,right,57.1205,57.700375,A
sw03417B,well,58.02425,58.548,O
sw03417B,right,170.109125,171.0155,A
sw03417B,right,173.29625,173.85475,A
sw03417B,uh-huh,158.48725,159.0325,C
sw03417B,uh-huh,148.0145,148.71375,C
sw03417B,mhm,201.685625,202.327,C
sw03417B,uh-huh,227.735625,228.480125,C
sw03417B,uh-huh,217.449875,217.95825,C
sw03417B,oh,261.853625,263.02825,PS
sw03417B,exactly,296.16075,297.006875,A
sw03417B,mhm,91.712375,92.28125,C
sw03418A,uh-huh,136.607125,137.1965,C
sw03418A,uh-huh,227.734375,228.392875,C
sw03418A,yeah,237.14675,238.375625,C
sw03418A,uh-huh,39.49875,40.108875,C
sw03418A,uh-huh,70.482,71.03275,C
sw03418B,yeah,152.9165,153.5955,A
sw03418B,mhm,189.12925,189.633,C
sw03418B,yeah,195.09675,195.442875,PR
sw03418B,yeah,216.145875,216.638875,C
sw03418B,uh-huh,293.39625,294.04975,C
sw03418B,yeah,290.563875,291.054875,A
sw03418B,yeah,108.105875,108.682375,A
sw03419A,uh-huh,102.462875,102.851875,C
sw03419A,uh-huh,124.52025,124.84025,C
sw03419A,uh-huh,132.641,133.040875,C
sw03419A,uh-huh,118.315375,118.770125,C
sw03419A,yes,206.429,206.869,A
sw03419A,yeah,269.79225,270.02225,C
sw03419A,mhm,278.76,279.18625,C
sw03419A,yes,282.10075,282.448375,PR
sw03419A,yes,8.127625,8.578875,PR
sw03419A,mhm,43.880125,44.419375,O
sw03419A,uh,72.158375,72.52275,O
sw03419B,uh-huh,141.66375,142.22375,C
sw03419B,huh,154.824875,155.531375,NS
sw03419B,mhm,162.588125,163.191625,C
sw03419B,mhm,147.867625,148.250375,C
sw03419B,mhm,148.73175,149.138375,C
sw03419B,uh-huh,157.2695,157.8595,C
sw03419B,uh-huh,168.3355,168.8125,C
sw03419B,oh,227.9855,228.399875,PS
sw03419B,yeah,225.505375,226.029125,C
sw03419B,yeah,226.278375,226.598375,C
sw03419B,uh-huh,243.789875,244.369875,C
sw03419B,uh-huh,244.532875,245.0135,C
sw03419B,mhm,33.60875,34.39075,C
sw03419B,oh,41.038125,41.925125,PS
sw03419B,really,43.162125,43.753875,PS
sw03419B,uh-huh,28.374,29.2265,C
sw03419B,mhm,262.752,263.35775,C
sw03419B,mhm,264.478625,264.94475,C
sw03419B,yeah,265.328125,265.787625,A
sw03419B,uh-huh,269.534,269.99775,C
sw03419B,yes,282.647,283.057,PR
sw03419B,yeah,67.639,67.92975,PR
sw03419B,yeah,70.282,70.752,C
sw03419B,yeah,70.922,71.462,C
sw03419B,oh,85.853375,86.668125,PS
sw03420A,mhm,102.090125,102.583,C
sw03420A,right,183.36075,183.738125,A
sw03420A,mhm,244.198875,244.75575,C
sw03420A,right,249.409,249.868,A
sw03420A,right,80.378625,81.052625,C
sw03420A,mhm,93.95775,94.480125,C
sw03420A,mhm,95.427875,95.846625,C
sw03420B,mhm,107.5935,107.954375,C
sw03420B,okay,125.641,126.23075,C
sw03420B,uh-huh,119.674,120.124,C
sw03420B,uh-huh,131.061375,131.4825,C
sw03420B,uh-huh,141.375875,141.776125,C
sw03420B,mhm,169.22675,169.707,C
sw03420B,right,166.339875,166.7585,A
sw03420B,uh-huh,162.484875,162.893,C
sw03420B,um,170.655625,171.168125,O
sw03420B,right,198.302,198.812,A
sw03420B,right,208.64575,209.17075,A
sw03420B,uh-huh,219.929125,220.48425,C
sw03420B,right,226.752,227.252,A
sw03420B,yeah,235.037375,235.68025,A
sw03420B,yeah,239.1295,239.78125,A
sw03420B,hm,283.868375,284.19325,NS
sw03420B,right,289.9725,290.429125,A
sw03420B,uh-huh,292.747875,293.352625,C
sw03420B,uh-huh,263.131625,263.595875,C
sw03420B,mhm,57.365125,57.92725,C
sw03420B,right,68.12125,68.628,A
sw03420B,sure,9.229,9.61825,C
sw03420B,uh-huh,23.964125,24.329875,C
sw03420B,uh-huh,34.774,35.21275,C
sw03420B,well,69.85675,70.313875,O
sw03421A,oh,130.1335,130.570375,NS
sw03421A,um,130.803875,131.2455,O
sw03421A,um,158.025625,158.429875,O
sw03421A,uh-huh,19.03075,19.44475,C
sw03421A,um,172.9595,173.5145,O
sw03421A,yes,230.29125,230.650375,C
sw03421A,right,45.286625,45.728125,A
sw03421A,yes,41.92175,42.197125,O
sw03421A,yeah,57.36325,57.58975,O
sw03421B,mhm,121.716625,122.073125,C
sw03421B,um,11.719125,12.359125,O
sw03421B,yeah,17.33075,17.62175,PR
sw03421B,mhm,144.518,144.9305,C
sw03421B,no,138.46,138.766,NR
sw03421B,uh-huh,137.696625,138.077625,C
sw03421B,hm,171.787875,172.256875,D
sw03421B,right,213.411,213.783625,A
sw03421B,um,19.432625,19.929,O
sw03421B,really,218.67425,219.038375,PS
sw03421B,mhm,240.81125,241.283,C
sw03421B,right,246.26425,246.64425,A
sw03421B,yeah,243.365375,243.764125,A
sw03421B,yeah,249.9265,250.179625,A
sw03421B,uh-huh,252.79,253.062875,C
sw03421B,mhm,70.89175,71.253,C
sw03421B,yeah,55.69775,56.088625,A
sw03421B,yeah,56.575875,56.935375,A
sw03421B,hm,94.868625,95.37025,D
sw03421B,right,90.301375,90.689875,A
sw03422A,mhm,106.02975,106.474375,C
sw03422A,mhm,13.8565,14.2925,C
sw03422A,mhm,214.547375,215.177375,C
sw03422A,uh,260.487875,260.964375,O
sw03422A,um,267.194625,267.534125,O
sw03422A,yeah,279.812125,280.182125,A
sw03422A,yeah,57.43675,57.81325,A
sw03422B,hm,3.9279999999999995,4.47475,NS
sw03422B,um,2.6547499999999995,3.2527499999999994,O
sw03422B,ah,121.41,121.981875,NS
sw03422B,hm,128.690375,129.2045,NS
sw03422B,um,114.73325,115.20325,O
sw03422B,yeah,132.104625,132.796,C
sw03422B,yeah,144.527625,145.067625,A
sw03422B,yeah,147.657875,148.301125,A
sw03422B,yeah,153.858875,154.427875,A
sw03422B,yeah,161.213875,161.863875,A
sw03422B,um,20.74475,21.27475,O
sw03422B,right,205.44675,206.021625,A
sw03422B,true,201.59,202.056375,A
sw03422B,mhm,245.15525,245.78525,C
sw03422B,right,246.63,247.11,A
sw03422B,yeah,238.86175,239.314375,A
sw03422B,yep,248.930125,249.600875,A
sw03422B,hm,266.02625,266.707375,NS
sw03422B,yeah,296.778,297.30975,C
sw03422B,uh-huh,42.226625,42.6905,C
sw03422B,mhm,61.448,61.868,C
sw03422B,right,69.6765,70.279625,A
sw03422B,right,93.8235,94.4735,A
sw03422B,yeah,88.117875,88.7435,A
sw03423A,yeah,135.3485,135.836625,A
sw03423A,yeah,138.30925,138.7985,A
sw03423A,well,149.08025,149.52175,O
sw03423A,yeah,147.658,148.067,A
sw03423A,uh-huh,163.35625,163.894625,C
sw03423A,well,165.4165,165.788875,O
sw03423A,yeah,170.214125,170.611125,O
sw03423A,oh,200.91075,201.34075,Sy
sw03423A,mhm,237.497875,238.067875,C
sw03423A,well,229.310125,229.7995,O
sw03423A,yeah,240.214875,240.534875,A
sw03423A,yeah,232.74775,233.39875,PR
sw03423A,oh,252.58425,252.9335,Sy
sw03423A,oh,266.33475,266.571125,PS
sw03423A,mhm,52.181,52.691,C
sw03423A,mhm,34.326,34.806,C
sw03423A,yeah,40.522375,41.02425,A
sw03423A,mhm,294.03425,294.490875,C
sw03423A,yeah,66.02225,66.58225,A
sw03423A,yeah,86.38975,86.74975,A
sw03423B,well,144.498875,144.854875,O
sw03423B,uh-huh,176.27425,176.719125,C
sw03423B,mhm,190.8145,191.590625,C
sw03423B,well,196.345375,196.5325,O
sw03423B,uh-huh,210.798625,211.221625,C
sw03423B,mhm,217.717375,218.20375,C
sw03423B,yes,221.02075,221.51125,A
sw03423B,um,258.670875,259.10875,O
sw03423B,mhm,26.182,26.702625,C
sw03423B,well,27.370125,27.963125,O
sw03423B,mhm,108.051625,108.571625,C
sw03423B,uh-huh,93.245125,93.968375,C
sw03423B,uh-huh,111.500875,111.98525,C
sw03423B,uh-huh,117.961625,118.424625,C
sw03424A,uh-huh,18.77875,19.178,C
sw03424A,uh-huh,164.3165,164.73475,C
sw03424A,uh-huh,164.847375,165.25575,C
sw03424A,mhm,204.54425,205.048125,C
sw03424A,mhm,190.874,191.280125,C
sw03424A,uh-huh,219.236375,219.671,C
sw03424A,uh-huh,219.85225,220.253375,C
sw03424A,uh-huh,222.136875,222.643375,C
sw03424A,uh-huh,28.000125,28.470875,C
sw03424A,yeah,39.34675,39.5645,A
sw03424A,uh-huh,8.0595,8.72975,C
sw03424A,uh-huh,79.333625,79.889875,C
sw03424B,mhm,127.955375,128.305375,C
sw03424B,mhm,120.698125,121.166125,C
sw03424B,mhm,231.329125,231.699125,C
sw03424B,mhm,247.893375,248.512125,C
sw03424B,uh-huh,253.613625,254.05225,C
sw03424B,mhm,261.5435,262.035375,C
sw03424B,mhm,268.549625,268.979625,C
sw03424B,mhm,296.386375,297.037875,C
sw03424B,mhm,282.91425,283.36425,C
sw03424B,mhm,67.693125,68.409625,C
sw03424B,well,84.888125,85.1615,O
sw03424B,mhm,106.9145,107.3925,C
sw03424B,mhm,104.006,104.611625,C
sw03425A,um,6.986625,7.458375,O
sw03425B,uh,103.01175,103.359625,O
sw03425B,mhm,120.154375,120.5465,C
sw03425B,oh,133.3695,133.716875,Sy
sw03425B,right,126.9825,127.43475,A
sw03425B,hm,65.468625,65.8105,D
sw03425B,right,71.68575,72.130375,A
sw03425B,yeah,98.62475,99.032375,A
sw03426A,gosh,175.220625,175.752625,NegS
sw03426A,oh,202.033125,202.74175,NS
sw03426A,right,204.097125,204.746875,C
sw03426A,yeah,228.70575,229.12275,C
sw03426A,um,294.02075,294.747125,O
sw03426A,right,12.6275,13.31025,C
sw03426A,right,88.2825,88.877875,C
sw03426A,mhm,105.860875,106.516375,C
sw03426A,oh,100.637,101.33975,Sy
sw03426B,right,119.286625,119.83775,A
sw03426B,really,129.99,130.665625,PS
sw03426B,really,130.80125,131.190625,PS
sw03426B,really,24.56325,25.310375,PS
sw03426B,yeah,25.93925,26.851375,C
sw03426B,really,158.339125,158.932625,PS
sw03426B,really,180.5465,181.095625,PS
sw03426B,yeah,188.380375,189.016375,C
sw03426B,oh,196.22675,197.238,PS
sw03426B,oh,219.52375,219.97175,Sy
sw03426B,really,226.494625,227.170875,PS
sw03426B,really,221.0735,221.617625,PS
sw03426B,hm,229.13525,229.535625,NS
sw03426B,huh,241.755375,242.1405,NS
sw03426B,really,239.191125,239.757,PS
sw03426B,yeah,240.073625,240.730125,C
sw03426B,yeah,269.72925,270.355125,A
sw03426B,hm,276.166375,276.587375,Sy
sw03426B,yeah,293.495875,293.896,A
sw03426B,oh,42.186375,43.151625,PS
sw03426B,oh,55.63775,56.318375,Sy
sw03426B,yeah,81.351,81.74575,C
sw03427A,uh-huh,229.491875,230.431875,C
sw03427A,yep,284.645375,285.042625,PR
sw03427A,yeah,98.402875,98.993,C
sw03427B,yeah,141.911,142.3145,A
sw03427B,yeah,161.89475,162.3605,A
sw03427B,uh-huh,253.760375,254.235125,C
sw03427B,um,78.173375,78.83625,O
sw03428A,yes,284.650875,285.114625,PR
sw03428A,right,65.62725,66.120375,C
sw03428B,yeah,191.19075,191.632125,A
sw03428B,yeah,213.344125,214.039125,A
sw03428B,yep,198.635625,199.153625,PR
sw03428B,yeah,225.607,226.006,A
sw03429A,yeah,119.300375,119.6395,O
sw03429A,uh-huh,150.7755,151.1655,C
sw03429A,uh-huh,174.694375,175.094375,C
sw03429A,uh-huh,172.870375,173.170375,C
sw03429A,yeah,178.808125,179.228125,A
sw03429A,yeah,166.912,167.342,C
sw03429A,mhm,211.105875,211.435875,C
sw03429A,mhm,215.89275,216.25275,C
sw03429A,mhm,219.118875,219.398875,C
sw03429A,uh-huh,221.941125,222.241125,C
sw03429A,uh-huh,228.688125,229.038125,C
sw03429A,yeah,199.6585,199.9485,A
sw03429A,yeah,202.919375,203.27975,A
sw03429A,right,259.30925,259.70925,A
sw03429A,right,242.32,242.7,A
sw03429A,right,259.83925,260.15925,A
sw03429A,uh-huh,257.459125,257.759125,C
sw03429A,uh-huh,246.788125,247.088125,C
sw03429A,uh,42.665875,43.055875,O
sw03429A,mhm,49.868375,50.27425,C
sw03429A,right,67.595,68.065,A
sw03429A,right,68.974875,69.464875,A
sw03429A,uh-huh,58.26975,58.66975,C
sw03429A,uh-huh,70.679,71.076125,C
sw03429A,right,105.2375,105.6275,A
sw03429A,right,116.56425,116.971875,A
sw03429A,right,97.613625,98.123625,A
sw03429A,uh-huh,99.71875,100.13875,C
sw03429A,uh-huh,102.17025,102.56025,C
sw03429A,uh-huh,103.8145,104.1545,C
sw03429B,right,143.776125,144.326125,A
sw03429B,mhm,189.179125,189.669125,C
sw03429B,no,195.26775,195.696875,NR
sw03429B,yeah,274.136625,274.466875,A
sw03429B,uh-huh,48.4965,48.9265,C
sw03429B,right,82.0925,82.5125,A
sw03430A,mhm,160.26325,160.749,C
sw03430A,mhm,160.921875,161.34025,C
sw03430A,yes,184.987875,185.623125,A
sw03430A,yes,185.883,186.4455,A
sw03430A,yes,186.679,187.122,C
sw03430A,mhm,217.86825,218.339875,C
sw03430A,yes,237.262375,237.854875,A
sw03430A,mhm,259.006,259.522,C
sw03430A,mhm,259.916,260.365,C
sw03430A,uh,268.404375,268.86125,O
sw03430A,uh-huh,286.023875,286.47525,C
sw03430A,uh-huh,16.592125,17.025,C
sw03430B,huh,154.954875,155.429875,NS
sw03430B,mhm,150.5655,150.901875,C
sw03430B,exactly,170.22025,171.2455,C
sw03430B,hm,192.1615,192.4515,D
sw03430B,oh,241.900875,242.43925,PS
sw03430B,oh,266.839875,267.092125,PS
sw03430B,well,267.38175,267.785125,O
sw03430B,mhm,279.7975,280.288875,C
sw03430B,uh-huh,273.55975,274.009125,C
sw03430B,mhm,73.025875,73.28675,C
sw03430B,mhm,79.0405,79.572875,C
sw03430B,no,90.296625,90.7925,A
sw03430B,mhm,101.760375,102.139625,O
sw03431A,wow,22.76475,23.29375,PS
sw03431A,mhm,139.057125,139.438875,C
sw03431A,mhm,126.84975,127.29775,C
sw03431A,uh-huh,149.657875,149.962375,C
sw03431A,huh,159.745625,160.20125,NS
sw03431A,yes,170.55625,171.07625,A
sw03431A,uh-huh,225.094625,225.389625,C
sw03431A,uh-huh,235.841375,236.21075,C
sw03431A,yeah,238.45975,238.73925,A
sw03431A,mhm,248.557625,248.87675,C
sw03431A,oh,270.579625,270.84925,Sy
sw03431A,okay,270.9825,271.45025,C
sw03431A,right,282.53875,282.814375,A
sw03431A,uh-huh,275.4035,275.714125,C
sw03431A,well,62.435125,62.845125,O
sw03431B,mhm,115.244375,115.519875,C
sw03431B,okay,110.797375,111.16175,C
sw03431B,right,158.50475,158.77375,C
sw03431B,yeah,157.004875,157.29375,C
sw03431B,yeah,170.900625,171.290125,PR
sw03431B,mhm,193.372,193.662875,C
sw03431B,um,217.71475,218.274875,O
sw03431B,yeah,32.856625,33.07025,PR
sw03431B,mhm,83.072875,83.381375,C
sw03431B,yeah,97.733875,98.07275,A
sw03432A,yeah,123.24525,123.594375,O
sw03432A,yeah,133.48975,133.83475,A
sw03432A,exactly,148.2275,148.82,A
sw03432A,mhm,155.2875,155.625375,C
sw03432A,mhm,141.7265,142.037875,C
sw03432A,right,156.463375,156.80325,A
sw03432A,right,145.649875,146.076125,A
sw03432A,mhm,210.392625,210.817875,C
sw03432A,uh-huh,199.57325,199.92675,C
sw03432A,uh-huh,227.74025,228.138,C
sw03432A,uh-huh,215.65575,216.006,C
sw03432A,uh-huh,216.412125,216.76875,C
sw03432A,yeah,223.619375,223.96775,A
sw03432A,yeah,224.324375,224.608625,A
sw03432A,yeah,226.288,226.5735,A
sw03432A,exactly,266.91975,267.619125,A
sw03432A,yeah,256.866625,257.176625,A
sw03432A,mhm,294.5775,295.1445,C
sw03432A,right,282.143625,282.64,A
sw03432A,mhm,44.286875,44.65625,C
sw03432A,mhm,41.15725,41.509125,C
sw03432A,wow,49.828625,50.449125,PS
sw03432A,right,92.5735,92.9635,C
sw03432A,uh-huh,70.507125,70.919125,C
sw03432A,uh-huh,74.964625,75.362125,C
sw03432A,uh-huh,58.712125,59.097625,C
sw03432A,uh-huh,80.665125,81.135625,C
sw03432A,wow,67.184,67.848875,PS
sw03432A,yeah,81.372875,81.77825,C
sw03432A,yeah,90.436375,90.7665,C
sw03432A,uh-huh,96.238,96.63125,C
sw03432B,uh-huh,121.2365,121.953875,C
sw03432B,uh-huh,107.418375,107.83075,C
sw03432B,uh-huh,110.3065,110.7565,C
sw03432B,uh,236.487875,237.0525,O
sw03433A,right,137.526375,138.174875,C
sw03433A,yes,155.989875,156.53625,A
sw03433A,mhm,199.7105,200.179,PR
sw03433A,uh-huh,190.615875,191.0675,C
sw03433A,uh-huh,262.566,262.84175,C
sw03433A,right,63.80825,64.253625,A
sw03433A,correct,86.51975,87.03275,A
sw03433B,oh,21.242,22.2865,PS
sw03433B,uh-huh,27.581625,28.117625,C
sw03433B,uh-huh,26.611875,27.25775,C
sw03433B,uh-huh,268.59825,269.149,C
sw03433B,uh-huh,274.6135,275.11075,C
sw03433B,yes,280.47425,280.9335,A
sw03434A,uh-huh,12.015,12.51025,C
sw03434A,right,125.71875,126.270625,A
sw03434A,uh-huh,120.5975,121.10975,C
sw03434A,mhm,176.481625,177.070875,C
sw03434A,uh-huh,164.305875,164.80825,C
sw03434A,uh-huh,182.939875,183.57375,C
sw03434A,yeah,198.207125,198.779125,A
sw03434A,yeah,233.834875,234.5135,C
sw03434A,yeah,250.013375,250.499625,C
sw03434A,mhm,254.512,254.9905,C
sw03434A,yeah,290.744625,291.269,C
sw03434A,uh-huh,66.381,66.860625,C
sw03434A,mhm,87.617,88.165125,C
sw03434B,mhm,111.787125,112.32575,C
sw03434B,no,135.70375,136.108,A
sw03434B,uh-huh,130.24575,130.700875,C
sw03434B,uh-huh,132.25575,132.8385,C
sw03434B,okay,149.11675,149.73675,C
sw03434B,yes,153.633875,154.48175,A
sw03434B,mhm,163.855125,164.391375,C
sw03434B,well,185.990125,186.17925,O
sw03434B,mhm,35.826625,36.3795,C
sw03434B,mhm,52.889625,53.362125,C
sw03434B,yeah,101.583875,102.32725,A
sw03435A,yeah,150.9005,151.199125,A
sw03435A,yeah,238.6685,238.938,C
sw03435A,yeah,43.4315,43.71825,C
sw03435A,well,294.340875,294.695875,O
sw03435A,mhm,91.39725,91.75075,C
sw03435A,yeah,81.06575,81.552875,C
sw03435A,yeah,10.2155,10.508375,C
sw03435A,um,98.807875,99.218125,O
sw03435B,um,15.996625,16.576125,O
sw03435B,yeah,13.240375,13.774375,A
sw03435B,um,161.640625,162.081375,O
sw03435B,yeah,175.43725,175.691125,A
sw03435B,yeah,186.254125,186.474625,A
sw03435B,yeah,188.015125,188.38525,PR
sw03435B,yeah,261.79275,262.166,A
sw03435B,uh,50.162,50.310875,O
sw03436A,right,177.80875,178.2855,A
sw03436A,oh,204.90725,205.226,PS
sw03436A,well,211.114875,211.42425,O
sw03436A,mhm,260.88725,261.288375,C
sw03436A,um,252.73325,253.230125,O
sw03436A,um,239.33375,239.704875,O
sw03436A,mhm,297.583875,298.05975,C
sw03436A,mhm,110.316875,110.702,C
sw03436A,mhm,111.878125,112.23225,C
sw03436A,mhm,115.409375,115.77075,C
sw03436B,uh,120.5735,120.8435,O
sw03436B,um,158.094375,158.648,O
sw03436B,um,178.137375,178.431875,O
sw03436B,um,182.21675,182.4885,O
sw03436B,yes,180.469,180.823375,A
sw03436B,mhm,189.3555,189.633375,C
sw03436B,yes,200.421875,200.825125,A
sw03436B,mhm,216.76325,217.05475,C
sw03436B,mhm,228.0995,228.37225,C
sw03436B,um,29.85225,30.23075,O
sw03436B,yeah,287.728875,288.05375,A
sw03436B,mhm,37.149,37.399875,C
sw03436B,mhm,40.75275,41.012375,C
sw03436B,hm,65.29225,65.53075,NS
sw03436B,oh,69.406,69.676625,PS
sw03436B,uh,71.27425,71.493625,NS
sw03436B,yeah,78.99975,79.297375,C
sw03436B,yes,76.246,76.592375,A
sw03436B,yes,77.194125,77.58875,A
sw03436B,um,91.040375,91.31925,O
sw03437A,oh,106.56275,107.464875,PS
sw03437A,oh,116.48925,117.204,PS
sw03437A,oh,145.158375,145.672125,PS
sw03437A,oh,161.753875,162.47475,PS
sw03437A,oh,178.18425,178.7875,PS
sw03437A,uh-huh,170.23525,170.73075,C
sw03437A,uh-huh,155.92175,156.407,C
sw03437A,oh,201.47525,202.352,Sy
sw03437A,uh-huh,196.128125,196.556875,C
sw03437A,uh-huh,209.02425,209.465,C
sw03437A,uh,228.132875,228.399125,O
sw03437A,oh,267.61675,268.325,PS
sw03437A,oh,275.54575,276.348,PS
sw03437A,uh-huh,257.8265,258.30675,C
sw03437A,oh,52.727625,53.419,NS
sw03437A,oh,45.7145,46.198375,PS
sw03437A,oh,73.37625,74.1855,PS
sw03437A,oh,67.779,68.586,PS
sw03437A,uh-huh,64.095,64.573375,C
sw03437A,uh-huh,81.121875,81.544,C
sw03437A,oh,97.666875,98.268125,Sy
sw03437A,uh-huh,96.534,96.9995,C
sw03437B,uh,149.00425,149.28825,O
sw03437B,yeah,220.598,220.8285,A
sw03437B,uh,250.9305,251.291,NegS
sw03437B,yeah,244.745875,245.182125,A
sw03437B,uh,41.205875,41.640125,O
sw03437B,yeah,98.46375,98.748625,O
sw03438A,uh-huh,7.679625,8.195,C
sw03438A,no,105.747875,106.174875,NR
sw03438A,mhm,22.959125,23.4115,C
sw03438A,mhm,31.55275,31.97875,C
sw03438A,well,24.494375,24.817,O
sw03438A,right,121.054125,121.43875,A
sw03438A,right,121.8305,122.194125,A
sw03438A,mhm,147.236125,147.62875,C
sw03438A,mhm,151.347625,151.77025,C
sw03438A,uh-huh,143.459,143.874125,C
sw03438A,uh-huh,170.73275,171.1575,C
sw03438A,uh-huh,258.160625,258.52125,C
sw03438A,oh,284.6105,285.11,PS
sw03438A,oh,286.458375,286.973375,PS
sw03438A,mhm,46.344625,46.810375,C
sw03438A,uh-huh,64.178125,64.59975,C
sw03438A,mhm,89.656125,90.197375,C
sw03438B,oh,106.369875,106.68875,Sy
sw03438B,uh-huh,109.73475,110.11575,C
sw03438B,yeah,113.5285,113.993625,C
sw03438B,right,130.534625,131.017375,A
sw03438B,uh,144.089625,144.63325,O
sw03438B,mhm,160.6145,161.013375,C
sw03438B,mhm,183.89525,184.326125,C
sw03438B,yeah,190.723375,191.194125,C
sw03438B,right,199.52725,199.966125,A
sw03438B,yeah,218.758125,219.07325,A
sw03438B,yeah,224.17925,224.64275,A
sw03438B,ooh,236.41675,236.81725,PS
sw03438B,sure,242.52225,243.088125,C
