speakerID,speakerID_sex,lexical_token,feedback_start,feedback_end,function,4sec_interlocutor_context
sw02094B,male,yeah,214.52073852643392,214.8155,A,down much too much on some of the air pollution
sw02094B,male,yeah,232.93581258641993,233.26540248739235,A,quite make that go and they don't and then we still live with air
sw02094B,male,yea-m,253.25900601221858,253.60285846091375,A,as as uh in order to be group
sw02407A,female,mhm,388.27322562142126,388.5373732798273,C,some nice well thought out uh parts to it
sw02407A,female,mhm,401.23375,401.5840986304455,C,on something that doesn't seem that bad to me
sw03095A,female,mmm,264.19433497969385,264.36342767887,O,with where uh the son of an acquaintance of mine
sw03095A,female,oh,265.2234219686735,265.55194735896816,S,uh the son of an acquaintance of mine was killed
sw02377B,female,yeah,221.40789015314738,221.7318498233445,O,than the miles per hour and eventually disappears
sw02377B,female,yeah,221.95011078758748,222.193125,O,per hour and eventually disappears
sw02377B,female,uh-huh,240.12119412440737,240.55525,C,units are expressed first and then the English equivalent
sw02377B,female,uh-huh,241.5907226962973,241.995875,C,first and then the English equivalent that's uh is put into
sw02025A,male,hm,283.125125,283.3966620964164,MS,point they're really getting a select group it's not just random people
sw02025A,male,yeah,288.00506981370086,288.158125,A,twelve people that they you know that have on a list are the ones that are on the jury and that's it
sw02064A,male,yes,403.24622249632154,403.4923231194083,A,a violent crime or anything that would be really awful
sw02064A,male,absolutely,403.7610982215004,404.2630010259792,A,crime or anything that would be really awful
sw02186A,male,uh-huh,306.43865993687467,306.66637443248595,C,safe ground to walk around but uh particularly in San Juan
sw02186A,male,okay,319.9491444935267,320.2972518493554,C,was on the other side of the island we were only in San Juan it was at night
sw02332B,male,right,28.343458294148846,28.773286672303893,C,and we've only been involved with the program say about a year
sw02332B,male,right,37.38009618465584,37.76112762132952,C,it was something that that the companies ought to be doing
sw04166A,female,right,77.19553920790956,77.61725988742394,A,the elderly even out of the nursing home are very open to abuse
sw04166A,female,mhm,80.8179289661724,81.22719726341765,C,um you know they don't always have their full wits about them
sw04166A,female,mhm,85.37202087399143,85.81117488868259,C,completely up on what should be going on or what's not going on
sw04166A,female,oh,96.41407055786951,96.8083959963918,S,was in a nursing home for four or five years before she died
sw04166A,female,mhm,102.3555407935806,102.79025,C,of thing that she was living down in Florida my families was up in Maryland
sw04166A,female,right,106.152375,106.51328492977038,C,and the other part of her family was up in uh New York state
sw04166A,female,right,115.86535635409282,116.32175,C,um you know could not do very much for herself after the stroke
sw04166A,female,mhm,121.614375,122.0778775016401,C,was the you know best facility to put her in
sw04166A,female,right,128.770125,129.226125,A,solution since both my parents work and both my uh aunts and uncle work
sw04166A,female,right,135.6400480906596,136.04765607026894,A,someone you essentially need to have someone taking care of the person full
sw04166A,female,right,143.487,144.011875,A,problems that can't always be completely handled in home
sw04166A,female,mhm,147.25371308588922,147.70780995930332,A,which makes it you know it's it's a necessary evil i think
sw02136B,female,uh-huh,289.184375,289.66301351849285,C,way you can't stay well they didn't check my boss you know yeah they checked him too
sw02136B,female,yeah,290.13938656894254,290.62858893210716,C,they didn't check my boss you know yeah they checked him too
sw02136B,female,yes,291.0980896996784,291.5526018807951,C,you know yeah they checked him too
sw02136B,female,right,295.22725,295.7520579447745,A,getting checked it's not like it's just little peons it's everybody
sw02136B,female,uh-huh,303.6185213105244,304.0465,C,some people is already gone two three times and some people ain't went at all
sw02249B,female,oh,194.44400411437647,194.66739184410108,SS,start this year now we can put all our yard clippings out
sw02249B,female,uh-huh,200.55410549103289,200.97775,C,giant heavy duty paper bags they're about four feet high
sw02249B,female,mhm,207.78500836868835,208.1383281064516,C,cents a piece at the grocery store um you usually buy them by the dozen
sw02481B,female,yeah,163.0342374956433,163.29052466355466,C,the judge decides whether or not the evidence is good
sw02481B,female,yeah,170.58643479532793,170.85809919331393,C,so you were probably probably being tapped for the jury for the trial
sw02657B,female,true,557.3008463187301,557.6208047953387,A,i think that's more realistic than going making them go in the Peace
sw02657B,female,yeah,557.7970092372697,558.04675,A,more realistic than going making them go in the Peace Corps
sw02657B,female,yeah,574.8755234960308,575.1220765186306,A,it's not it doesn't fit the circumstance anymore
sw02233A,male,yeah,175.6873028966183,175.87406877717044,C,that that's always i'm i'm actually i'm a PhD student at the
sw02233A,male,yeah,183.24229092422527,183.48496760978347,C,you know i mean so looking at it so all so i have some bias in this
sw02233A,male,yeah,196.77511222886034,197.0691461028526,A,because they sort of hold more of the future in our hands than almost anyone else yet
sw02233A,male,yeah,207.39233000541824,207.61656802124043,A,is okay but i think we're lacking in some very specific areas
sw02852B,female,pardon,7.078520066076013,7.398663165056273,U,uh-huh yeah grapevine
sw02852B,female,uh-huh,8.344493317984801,8.922125,C,uh-huh yeah grapevine yeah yeah i'm in Grapevine
sw02852B,female,well,10.413885634779408,10.660824344700812,O,yeah yeah i'm in Grapevine uh Fort Worth Dallas area
sw02327A,male,yeah,12.599150427657479,12.801949453779022,C,i don't think that i'm paying too many tax you know too much tax myself
sw02327A,male,mhm,21.87959769696389,22.303632024308936,C,the uh the state i live in has a five percent sales tax
sw02102A,female,yes,232.30423110829557,232.53532905971656,A,right i figure your children are preschool
sw02223B,female,mhm,104.93895287213581,105.42634246728241,C,outside of Washington i lived in Fairfax county that was really really a nice nice area down
sw02223B,female,mhm,125.04034059152767,125.40096258413614,C,have the opportunity to move from Rhode Island to Texas with with TI with my job
sw02223B,female,mhm,138.108125,138.5588616001018,C,the opportunity to have more one on one
sw02223B,female,mhm,149.36243939359815,149.74760599557047,C,he was he could learn but he really had to work at learning
sw02223B,female,mhm,168.76073560141765,169.16361346153883,A,well kids used to have a respect for the teacher i guess at one
sw02060A,female,okay,1.0435531088255112,1.3885224156433393,O, 
sw02060A,female,uh-huh,6.125984716475883,6.513375000000001,C,is to discuss the uh sources where i receive
sw02060A,female,mhm,18.140764449131744,18.41975,C,so i don't get news from television except during the war
sw02310A,male,mhm,428.9774102687652,429.24592622401855,C,a lot of the neighbors have uh pets
sw02310A,male,right,431.7958734965179,432.14824105880064,C,pets of course they you see them out walking every evening but
sw02039B,female,no,275.3088112166391,275.66986121362214,N,at TI
sw02039B,female,uh,276.0044408484902,276.4333478934339,O,at TI
sw02145A,female,uh-huh,289.46316926021717,289.83,C,myself necessarily encumbered with the necessity to have heirs
sw02145A,female,yeah,300.0646490822359,300.5765,C,either in surrogacy or or as a professional nanny nanny as
sw02145A,female,uh-huh,307.288625,307.598625,C,makes uh a career out of say taking care of five or six children as
sw02145A,female,uh-huh,307.779002151864,308.028625,C,career out of say taking care of five or six children as opposed to day
sw02145A,female,right,311.3527401544903,311.7560426665641,C,day care it would be a sort of day care but it would be more of a family
sw02145A,female,mhm,318.51272488023164,318.8259390389591,C,characterized i guess as being half my age so that by
sw02145A,female,mhm,318.9965,319.349375,C,characterized i guess as being half my age so that by
sw02064A,male,yes,311.44187034268293,311.72416288782426,A,well um i notice that the crime rate was up in the Dallas
sw02279B,female,uh-huh,246.245,246.696,C,know it's like you grow up to be twenty years old and it's always the same man
sw02279B,female,yeah,250.0618872045589,250.29897599267366,C,and then suddenly he sees that he's getting old and he wants to be best
sw02279B,female,uh-huh,256.8472414694242,257.2309689877602,C,express myself so much because you know of everything that he taught me you
sw02279B,female,mhm,268.4976062631138,268.870375,C,know i love you and let's go out and do things together when i don't feel like it you
sw02279B,female,yeah,270.1546426429151,270.40406552983353,C,and do things together when i don't feel like it you know and so that's uh
sw02107B,female,mhm,193.38996112829906,193.73800664689443,C,of my outdoor cats because i feel like i don't i can't take care of them as well
sw02107B,female,yes,197.4435863788062,197.973875,C,they're outside and it worries me that one day one of them won't come back and
sw02107B,female,oh,204.26775084850237,204.44654337108352,A,have the time to play with them and things but i can't give them up
sw02107B,female,no,204.568375,204.95044303118152,A,time to play with them and things but i can't give them up
sw02283B,male,uh-huh,227.92086547748985,228.235875,C,yeah we we grow a lot of um the basic corn corn potatoes
sw02283B,male,yeah,238.30267608905382,238.6093369792303,A,potatoes and uh acorn squash are good winter
sw02283B,male,mhm,244.3692389462986,244.6361993845978,C,carrots and uh cabbage that sort of more less goes to
sw02283B,male,uh-huh,251.245154512512,251.5069645886575,C,she she starts her own plants she plants a lot of
sw02283B,male,uh-huh,263.1646420167755,263.4298856676901,C,back work and stuff but she does she helps me a lot too
sw02303B,female,ah,531.3749829450418,531.7473838220999,O,so how do you think we can get people to vote
sw02303B,female,uh,533.1988947198543,534.0613407752668,O,do you think we can get people to vote
sw02303B,female,uh-ho,556.0337778938135,556.3930672721841,MS,out and vote against that person for someone else
sw02303B,female,hm,576.583153995323,576.8317672715006,SS,go out and choose a candidate to vote for just just to spite that person
sw02303B,female,well,578.917814413796,579.1854953748722,O,that person but i suspect that that that would actually never work
sw02012B,male,yes,531.7428668093639,532.0194962297522,C,and require not just that you be alone but actually that you have a sense of
sw02012B,male,yes,541.4137684555052,541.6854477042001,C,that there's this invisible barrier around me which people will respect will
sw02139A,female,mhm,50.914125,51.33809147081311,C,using your Social Security number of course permits people to do that
sw02139A,female,mhm,57.525824234166606,57.9739805731338,C,uh a Social Security number is required
sw02139A,female,mhm,79.574875,80.0205,C,sell their mailing lists
sw02456B,female,yeah,477.0537287387584,477.3844765503695,C,why don't we go in there and just wipe out all their airplanes then we don't have to worry about it
sw02456B,female,well,478.8040081027829,479.118,O,their airplanes then we don't have to worry about it
sw02107B,female,uh-huh,245.9022511898393,246.33325,C,first one that i got i had just moved away from home and got my own apartment
sw02107B,female,mhm,248.75748377014193,249.17350062903995,C,my own apartment and it took me about two weeks to realize that was real lonely
sw02107B,female,yes,249.582,249.892,C,and it took me about two weeks to realize that was real lonely
sw02622A,male,mhm,403.1667552374883,403.52891708461027,C,say well look they did this and they can turn around and say well my opponent did this
sw02622A,male,yeah,411.15862074111556,411.4882454319947,A,the who um the uh sort of election of the lesser of two evils
sw02622A,male,hm,414.3685382357542,414.6086578841539,D,evils i think so i don't know
sw02622A,male,mhm,423.1948694157571,423.5376140766941,C,right now i'm a graduate student so i don't make that much
sw02064A,male,yes,262.9480257496943,263.20534947662657,A,yes the other one just seems so terrible
sw02064A,male,absolutely,263.31423702845,263.854375,A,yes the other one just seems so terrible
sw02272A,female,mmm,198.42209960658667,198.6869568869475,MS,um with a group and i actually ran a Big Brother Big Sister program
sw02272A,female,yeah,225.125,225.417162548411,C,know depending on them to either be somewhere or take someone someplace or something like that
sw02438A,male,right,398.1788111605866,398.7258112126699,C,know and and a lot of it in car fumes you know inhaling
sw02438A,male,mhm,427.255875,427.663125,A,was a was was turn turn around was good for my health i
sw02768A,female,mhm,367.7979577452503,368.086375,C,the the sorriest for there's a a a guy at this particular one i go to
sw02768A,female,mhm,371.0451295100966,371.31659144356354,C,one i go to that i think that he's really an intelligent person
sw02768A,female,oh,374.6901202681227,375.24245347024595,S,but he has cerebral palsy so bad that he just cannot
sw02768A,female,mmm,379.96920246490174,380.46895807330264,S,blind and he's um has seizures you know i mean he's
sw02768A,female,right,383.4348784357225,384.10709540375,C,i mean he's just he's like in a world of his own and yet he wants so
sw02768A,female,oh,388.9243707164681,389.51129300075286,S,and if you come over to him if he can touch your hand he'll grab it and kiss it
sw02768A,female,mhm,391.5139243323927,392.0261323230627,C,grab it and kiss it and oh he's always got a
sw02768A,female,mhm,395.9577697005577,396.3736792683465,C,i mean he really tries to to brighten up your
sw02768A,female,oh,397.2586668624019,397.80242088815373,MS,to to brighten up your life oh it's just
sw02114A,male,mhm,39.389631490461234,39.744125,C,gun control in this country i mean it was founded on that it
sw02114A,male,mhm,57.339665255925894,57.596,C,registration a law registration for automatic
sw02329B,female,mhm,226.53769060140974,226.7924943290559,C,two the last one i gave to my uh uh youngest
sw02329B,female,yeah,237.35743986907107,237.58587293229033,C,we designed it to be heated by uh wood you know
sw02329B,female,uh-huh,238.92080021661192,239.31162698683607,C,heated by uh wood you know uh uh wood stove
sw02329B,female,mhm,245.53018725718252,245.8912625085661,C,of it so every winter well i used to go out and chop wood
sw02018A,female,oh,332.0115136332216,332.739381333151,SS,oh no i can
sw02018A,female,yes,333.3613963387108,333.98612149590826,C,oh no i can remember my mother getting in trouble
sw02018A,female,mhm,334.9488900207543,335.292125,C,oh no i can remember my mother getting in trouble if you know one of us was sick and i know
sw02336A,male,mhm,25.41993952650827,25.664888385704437,C,absolutely i have had it for about two years now
sw02336A,male,mhm,32.28152650762926,32.519349581830625,C,supposed to be uh i haven't had a minutes trouble with
sw02336A,male,mhm,44.560621195409794,44.852125,C,after two years i still feel uncomfortable driving it because i had a Honda before that
sw02336A,male,right,47.058476142389324,47.35864983529517,C,i had a Honda before that and so it's a little bit larger
sw02336A,male,right,47.5055451760919,47.74960331216372,C,before that and so it's a little bit larger but that's
sw02336A,male,mhm,59.66970717820108,59.9387055617547,C,uh American uh personally
sw02303A,male,mhm,464.024007395431,464.32831787107216,C,everyone has made so many statements i don't live in Dallas county
sw02303A,male,mmm,468.9642921605919,469.371905250926,C,i've heard so many statements that i've lost track
sw02303A,male,yes,479.11116555916306,479.59699223140615,A,for everyone you really even the news you cannot follow
sw02109A,female,yes,253.131,253.582125,A,the the real awfulness of the of the of the disease
sw02243A,male,mhm,141.07304644884513,141.47378630796504,C,the primary interest of some ancient uh Numismatic Society Club
sw02243A,male,hm,148.88326351770928,149.15042342378922,MS,Greek so every now and then we have a program so i've picked up a bit
sw02243A,male,uh-huh,156.34024555456716,156.7705,SS,and very early they could be uh i think they call them Lydian coins
sw02233A,male,yeah,376.6619371337924,376.8590125732779,A,i think that our i think that our schools look a lot worse nowadays
sw02233A,male,yeah,380.5833978250727,380.79118095069276,A,relative to schools sort of in other countries as
sw02233A,male,yeah,388.4470912538037,388.60829555555495,C,a panel that would that addressed the issue of you know science and how
sw02233A,male,yeah,395.04139253770967,395.20366336976315,C,a lot of them just aren't going into it because they just don't know
sw02233A,male,well,398.23635842227003,398.5015,O,anything about it and how it's got to be upgraded now is all
sw02121B,male,yeah,360.19728347533027,360.4135852415154,C,uh Ralph Nader uh Nader's Raiders or
sw02121B,male,mhm,369.5736719804112,369.83459204814125,C,which has a lot of members
sw02323A,female,yeah,278.07559674122996,278.36120214405906,O,right right
sw02323A,female,mhm,291.08270362336424,291.35347238189047,C,i don't believe in war that's my thing i don't believe that anybody should die
sw02323A,female,right,303.92082523658064,304.1263127601745,A,holding a gun and whoever shoots first survives you know
sw02323A,female,mhm,311.60440645722565,311.7149394572816,C,his parents are going to cry and you know life ends there
sw02323A,female,mhm,312.96569199944554,313.21198029487215,C,and you know life ends there and to me that's
sw02323A,female,mhm,313.408260879616,313.6115229065645,C,you know life ends there and to me that's ridiculous
sw02323A,female,mhm,315.65947382940107,315.775199654963,C,and to me that's ridiculous you know i mean i just don't believe it
sw02323A,female,mhm,323.5053198531349,323.71896753109536,C,it's pretty hard to think that you know people are just going to shoot each other
sw02678B,male,mhm,107.55470817524451,107.84086146798677,C,um what might be considered more little bit more progressive
sw02678B,male,yeah,117.19073218302596,117.40511412872863,C,in the suburbs or whatever uh in the real rural Baltimore uh Maryland
sw02678B,male,yeah,121.13315176605253,121.30372522719858,C,they it turns into basically classic rock
sw02072A,female,yes,263.43375,263.830375,Y,like you horses
sw02181B,male,right,183.31856895888373,183.7313864076356,A,much to the chagrin of sophisticated American quote unquote sophisticated American
sw02181B,male,oh,200.5662812603983,200.99807882173647,MS,it isn't just slapstick there's something about the human character in it
sw02181B,male,uh-huh,201.2946142403035,201.52949313355887,C,just slapstick there's something about the human character in it and
sw02181B,male,right,208.78307096501163,209.25638752263228,A,there was a lot of the human character when he was home alone and he was
sw02181B,male,mhm,217.71999441185818,218.016558671019,C,the criminals kind of thing it just sort of lost the human element
sw02181B,male,right,219.4870703095246,220.01851346194078,A,it just sort of lost the human element became purely a caricature
sw02118A,female,mhm,157.09207188195816,157.62603023353424,C,of the local radio station at that time and i know how they are
sw02118A,female,hm,173.99027379881116,174.20934577474645,C,they'll have you know five minutes worth of news every half hour
sw02039A,male,no,146.4312739008342,147.03107505119615,A,yeah oh he could never cut it
sw02608B,female,sure,94.92660624416699,95.2854049289838,C,and they can just dip it and they shell it as they eat it
sw02608B,female,uh-huh,98.92957501772158,99.268375,C,but uh then the microwave uh the cauliflower
sw02608B,female,uh-huh,105.30593251201832,105.714625,C,and what you do is you just uh wash it and you core it
sw02608B,female,uh-huh,111.00586971868691,111.339875,C,a oh what do you call it like Pyrex or something like that
sw02549A,male,jeez,352.69195265185976,353.3399175703476,Ds,team and everything it's like you guys aren't going to get a baseball team i'm sorry it's not going to happen
sw02549A,male,well,368.38505658801785,368.68541532627523,O,i've never liked DC a whole lot and i really hate the Redskins
sw03543A,male,pardon,254.5759189648259,254.77312130341662,U,well but there the problems that they just been let out of jail
sw03543A,male,yeah,260.564375,261.07871737933317,A,they've been thrice convicted they should have been kept in longer
sw02032B,female,right,244.126,244.758875,C,yeah well for example i used to like the old Phil Collins
sw02032B,female,yes,245.354,245.898375,C,example i used to like the old Phil Collins an old Genesis
sw02181B,male,yeah,364.91988776573686,365.1552544496878,O, 
sw02181B,male,mhm,377.1938128638524,377.50608809805203,C,of a snob they make the movies good enough to be successful
sw02181B,male,mhm,379.6868850592262,379.97529212265897,A,to be successful and then they don't and they but they could make them better you
sw02501B,male,mhm,64.77594612419762,65.08270675331255,C,trim because it has some of the old asbestos
sw02501B,male,mhm,77.97889055108686,78.26540809300133,C,hits the sun hits it so preparing it is a real problem
sw02517A,female,huh,286.43304670671546,286.6519345415689,MS,pack and i throw it and she'll go get it and bring it back to me it's just like having a
sw02517A,female,mhm,298.4125089332798,298.67640999223613,C,and she'll get down there and stick that long skinny paw in
sw02631B,female,uh-huh,72.73006574389264,73.14661378013744,C,uh-huh well well i'm just recently
sw02631B,female,okay,74.69254056354012,75.30597526036274,C,well i'm just recently married so i don't have any children
sw02631B,female,oh,88.32510254967434,88.58063825627612,C,my wife will probably not have to work while our
sw02145A,female,yeah,156.93313471702893,157.25637441595714,C,i have not to be honest had much experience
sw02145A,female,mhm,181.4835202933532,181.8635,C,and the younger was in fifth grade when my wife reentered the work force
sw02327A,male,mhm,249.5287040408428,249.93106554376575,C,tax sales tax was somewhere around seven eight eight percent
sw02327A,male,yeah,257.21601545538266,257.44628258054945,C,to have that uh you know deduction
sw02327A,male,right,284.1946324999411,284.5218542041255,A,more items are the ones that are better able to pay the taxes
sw02657B,female,yeah,349.88591017284625,350.1668941750105,C,and teach them to farm and teach them and doesn't do any good
sw02657B,female,yeah,352.8464327652991,353.1432869092682,A,i don't know that it does
sw02657B,female,mhm,370.33878255341676,370.7494097876243,C,are dropping out you know we're losing
sw02657B,female,mhm,382.1424479181136,382.49265763141705,C,of animals so there are quote tribes of people
sw02139A,female,right,137.02345899079558,137.71386836123023,A,you to phone
sw02139A,female,mhm,144.39225,144.80912642554105,C,more and more i would say over the last six
sw02139A,female,mhm,151.14287831119162,151.5787092513067,C,at home phone solicitations
sw02428B,male,mhm,125.51791892457688,126.026898396218,C,uh genealogy program called Family
sw02428B,male,mhm,130.97906945454415,131.25477321513904,C,and go to the library and and discover who married who what
sw02428B,male,mmm,131.55745302906664,131.71108947581035,C,go to the library and and discover who married who what year and all this sort
sw02428B,male,mmm,145.3314360799801,145.5187462684759,C,i can sort it all that they can trace it back to their parents and the grandparents
sw02428B,male,mhm,147.14038649406956,147.54868061281317,C,trace it back to their parents and the grandparents and on you know do an explosion
sw02428B,male,mhm,150.285776567059,150.82425,MS,and it all prints out up to five
sw02576B,female,yeah,265.90396186788803,266.21777403232807,A,decline and start to settle down and realize things
sw02576B,female,um,266.41871237078965,266.84425332442663,O,and start to settle down and realize things
sw02145B,male,uh-huh,394.67344560599565,395.008621422456,C,uh what i mean a babysitter more more or less
sw02145B,male,uh-huh,401.33242975234435,401.63751311793794,C,a week for two children if i'm
sw02145B,male,uh-huh,411.2123329058338,411.5186615096543,C,and taking care of the children or if the children are at home at
sw02145B,male,what,417.5287342452378,417.62544774752797,O,a a rate that you have to pay and
sw02336A,male,mhm,94.30736261750845,94.50750199359906,C,well my wife drives a still has a a Honda
sw02336A,male,mhm,96.61493871149109,96.85508632481327,C,has a a Honda Accord and it's a very it's an excellent
sw02336A,male,right,115.05785157488782,115.30926537253869,C,you know expensive
sw02336A,male,right,115.48162627669218,115.59577051265396,C,you know expensive you know i
sw02336A,male,mhm,118.77578419787751,119.04365814080607,C,you know i want i want something that's serviceable serviceable something that i can use
sw02336A,male,mhm,133.51662182706602,133.87476789730454,C,than the comparable Honda or Nissan or something along those lines
sw02175B,female,yeah,240.92990282220057,241.33282060774707,A,when we're at home because you couldn't possibly have a house with twelve bedrooms
sw02175B,female,hm,250.704,250.90823137219655,MS,the younger kids than i am the ones my own age and that's i
sw02175B,female,yeah,259.1753026932405,259.52822453758216,C,and the younger kids are at home and i like to spend time with them
sw02082B,female,yes,76.259,76.817375,Y,make sure the lights work basically have they
sw02082B,female,ah,77.254625,77.5685,O,basically have they
sw02246A,female,hm,526.2659943958614,526.5965719303605,D,seems to be an an an attitude i hear is a lot of people and i
sw02246A,female,yeah,531.4216000348943,531.6895,C,go to Sweden you won't hear that as much people will say well we need those services and
sw02447B,female,mhm,264.09880810349455,264.4697900047886,C,meant i was taking about eight dollars a month off the
sw02447B,female,mmm,272.8318012152985,273.1008173308568,C,i promised myself i would never pay interest on a credit card
sw02447B,female,yeah,275.1945,275.632375,C,interest on a credit card again so that's kind of been my
sw02336A,male,um,151.89532536480593,152.34775,O, 
sw02336A,male,mhm,157.4770631756113,157.71507387859197,C,you know in travel and renting
sw02336A,male,hm,168.366625,168.63036613479213,MS,if it's Chevrolet i just will not touch
sw02336A,male,mhm,172.1665501847185,172.418875,C,uh i had a Chevrolet before i bought my Taurus
sw02336A,male,oh,179.12191802108472,179.34847366349413,SS,a Chevy um Citation
sw02327A,male,yeah,322.3565547643795,322.5385,A,crazy and i have five children so i mean you know i uh
sw02327A,male,mhm,329.7467012328372,330.1565803305996,A,because it it just doesn't make sense to me you're getting more services
sw02202A,male,mhm,52.96887008479267,53.3985,C,advertisers you know a lot of the stations have to have
sw02202A,male,mhm,63.23722006510448,63.60780415535519,C,hours but it's not always at a time when you can you know sit down and listen to it
sw02511A,female,mhm,543.675125,544.136808997779,C,first transferred down to uh Texas Instruments back in nineteen eighty seven
sw02511A,female,uh-huh,549.4714568333227,549.99,C,uh when i left here uh she had to change a set of plugs in the car
sw02511A,female,hm,554.18075,554.4952970930325,MS,for a month or so after i was and uh
sw02064B,female,mhm,64.02224912219408,64.5116830962099,C,sure does maybe it just depends on you know how closely the crime you know
sw02064B,female,no,67.45478802048926,68.01311817425011,D,you know has affected you personally you know i don't know or a person personally
sw02040B,male,mhm,169.44082973900186,169.8112555869368,C,was you know and uh becoming was becoming an adult so
sw02040B,male,mhm,176.5054679598794,176.90663659736407,C,new state that is so very very poor
sw02315B,male,yeah,336.5587380910418,336.75399008848365,C,she's got two teenage kids and they go camping a lot
sw02315B,male,yeah,352.38248409526767,352.7201946316156,A,was big you know it wasn't it wasn't like a Volkswagen Rabbit
sw02023B,female,uh,44.25135359961408,44.48392635584708,SS,with uh using uh the credit cards on gas
sw02023B,female,yes,44.609009894160806,45.08925,A,uh using uh the credit cards on gas
sw02193B,male,well,36.792162480186086,36.960626831788424,O,that women probably understand that better than the men do
sw02193B,male,yeah,37.1552280697981,37.356817434355946,A,women probably understand that better than the men do so i think
sw02348B,female,yeah,392.3213461312172,392.6247039589164,C,people and they used to have envelopes they used to stuff so much in you know
sw02348B,female,yeah,399.8450074822535,400.06251193157766,C,that we just allocated so much and it went into a checking account
sw02632A,female,mhm,53.185533549552375,53.55202043051485,C,public education um i was just just i'm we're doing a proposal
sw02632A,female,yeah,55.38538469689933,55.66002908733066,C,just i'm we're doing a proposal at we're doing at NC State
sw02632A,female,mhm,58.324906864002045,58.77978008634541,C,at NC State we're trying to improve the computer science curriculum
sw02632A,female,right,60.52346399171454,60.981388338426775,C,the computer science curriculum so that's kind of at a higher level
sw02632A,female,yeah,63.766647116531814,64.2616705477578,A,level so it's interesting that you chose that topic
sw02632A,female,um,65.32709781994137,65.80661263430417,O,so it's interesting that you chose that topic
sw02178A,female,oh,369.1790511984134,370.12425,S,and he just bawled at the
sw02178A,female,yao,372.14015211597496,373.4855,O,at the end and just uh she's not going to
sw02178A,female,oh,376.3,377.1946661720387,S,and we were trying to say Kenny it's okay and he didn't want to listen to it
sw02557A,female,yeah,374.8232340126601,375.0109502343157,O,the corner type of thing uh yeah
sw02557A,female,yeah,375.89737988545795,376.11532160043095,A,uh yeah that wouldn't be so
sw02557A,female,mmm,382.8924210796432,383.1755862275643,MS,uh plastic bags and they'll also take the the paper bags
sw02557A,female,mhm,383.5453122022167,383.8634752897685,C,bags and they'll also take the the paper bags back
sw02233A,male,yeah,113.50874881601436,113.74894942047777,C,oh yeah they there they pay them a little better here i think than most than
sw02233A,male,yeah,116.58238998796412,116.787875,C,most than than than than the national average especially these mentor teachers
sw02233A,male,yeah,126.0853560631379,126.32926156124341,C,for over six months or something like six months
sw02233A,male,yeah,139.6599506105796,139.85816242043245,C,straightened out they have been good and they only walked out once or twice i believe
sw02013A,female,no,313.0010981380501,313.2476553069788,O,actually no
sw02194B,male,mhm,71.80390957635977,72.03363183710145,C,i do i do uh word processing on it primarily
sw02194B,male,mhm,76.64391207020817,76.88586289235815,C,reason why i'm i'm hanging on to it is because of the business that i'm in
sw02094A,female,mhm,51.988870177922266,52.32267145004581,C,i understand it very well and in fact i was a private pilot there
sw02094A,female,wow,65.80876691890992,66.46112748596067,SS,thousand feet and looking back down and and really being unbelieving at
sw02296B,male,yeah,186.5153916545622,186.824125,C,i'm much much more awake i'm ready to work in the garden or whatever
sw02296B,male,yeah,187.37271629421238,187.63663953330024,C,much more awake i'm ready to work in the garden or whatever in the evening
sw04940A,female,uh-huh,150.1635,150.554625,C,being done on uh automobiles that are electric powered
sw04940A,female,uh-huh,159.44875,159.747875,C,operated car basically but it has a a engine in the back
sw04940A,female,uh-huh,165.42775,165.779125,C,the engine kicks on when the batteries need power and it turns off
sw04940A,female,huh,175.437125,175.7215,D,you're not using energy any energy
sw02107B,female,yeah,283.77787687453656,284.4044387981722,C,why he did that and he said he was probably weaned too young which he was because his mom was killed
sw02107B,female,oh,288.8034219357351,289.425,S,is the lovingest cat everybody people who don't even like cats like
sw02154B,male,no,545.6824706238742,545.9099240143124,N,is um Talking Fingers do you have that
sw02154B,male,hm,575.6555512325219,575.8402749397853,MS,and it's it's offered through the local phone company free of charge
sw02086B,female,yeah,324.50687723917406,325.0215,A,well that's that's supposed to be um the trend of the future
sw02086B,female,ooh,339.370375,339.907125,SS,it was really funny because they were made from yogurt and carrots
sw02359B,female,oh,134.19688436067284,134.99870021286915,SS,that was really unique the waitresses were dressed with like little cowgirls
sw02359B,female,ah-hah,141.92015226315138,142.378625,C,all they had was a it was like a wooden
sw02359B,female,uh-hah,142.548625,143.09007367131088,C,they had was a it was like a wooden block
sw02359B,female,right,147.51467048186169,147.90505900907564,C,um i think for food they had steak and beans
sw02646A,male,hm,538.1282045505621,538.4799978869692,MS,when you go on a Friday or Saturday night you're looking for quite a long wait
sw02646A,male,hm,583.6938917927765,583.8890160544058,MS,children and making half price menus for them whereas
sw02646A,male,right,599.534784734009,599.8447434971226,C,once all these younger people were having children they weren't going to the restaurants
sw02582B,male,yeah,191.62876900161876,191.9572557395697,A,a house is is should be your ultimate goal because you're going to have to live somewhere
sw02582B,male,okay,199.92211248736749,200.2781120739285,C,of uh uh money into it you're going to get it back again
sw02582B,male,yeah,202.50959833671112,202.85475952836515,A,again with uh with premium just like putting money in a bank it's
sw02582B,male,yeah,205.46659899537727,205.72922164120098,C,money in a bank it's forced forced savings if uh
sw02582B,male,yeah,209.20805007868583,209.43148775830724,A,you know living in a house is something that you're going to have to do
